CUST_ID,CUSTOMER_SEGMENT,AGE,CUSTOMER_PROFITABILITY,CUSTOMER_LIFE_TIME_VALUE,CUSTOMER_VALUE_TILL_DATE,REVENUE_LAST_ONE_YEAR,TOTAL_REVENUE_OVER_LIFETIME,NET_INTEREST_INCOME_LAST_ONE_YEAR,TOTAL_NON_INTEREST_INCOME,TOTAL_COST,TOTAL_ECONOMIC_PROFIT,CUSTOMER_REGION,ACCOUNT_TYPE,RECENCY_DAYS,FREQUENCY_LAST_YEAR,MONETARY_VALUE,CUSTOMER_SEGMENT_NUM,CUSTOMER_REGION_NUM
837,Retired Seniors,60,36649,345064,265750.4412228453,33824,345064,9589,9637,9521,24303,Rural,Savings,125,9,9493487,3,3
838,Mid-Career Professionals,42,34567,192228,177298.21918629782,77287,192228,24116,26225,8227,69060,Rural,Savings,49,45,3498718,2,3
839,Mid-Career Professionals,41,81944,192180,137533.78096230808,66702,192180,17645,17962,7024,59678,Urban,Credit Card,52,16,380759,2,1
840,Mid-Career Professionals,30,98002,212917,146810.5815131498,51993,212917,39150,19940,21713,30280,Urban,Mortgage,16,45,2219990,2,1
841,Young Adults,24,17419,17800,17044.04051940328,21980,17800,831,7161,4486,17494,Urban,Current,2,44,45728,1,1
842,Mid-Career Professionals,28,38230,284686,178095.18705064207,21054,284686,20889,25251,6155,14899,Urban,Credit Card,0,20,4896592,2,1
843,Young Adults,21,6478,17610,16238.28952414449,6505,17610,4777,4426,3890,2615,Urban,Savings,28,63,57798,1,1
844,Retired Seniors,66,41259,127603,94682.73855695873,20832,127603,2735,5793,7477,13355,Rural,Savings,93,18,5160296,3,3
845,Young Adults,25,5771,48872,36998.43623418258,21344,48872,81,9373,4185,17159,Urban,Current,28,48,75478,1,1
846,Mid-Career Professionals,36,50795,60728,39730.3308991467,43307,60728,34662,7513,12086,31221,Suburban,Mortgage,3,19,2085702,2,2
847,Young Adults,19,13770,44566,35052.099356393526,19783,44566,2063,5803,6938,12845,Suburban,Current,22,69,18536,1,2
848,Retired Seniors,68,21093,332727,220466.77285169746,11551,332727,821,4327,5317,6234,Urban,Savings,45,9,8824672,3,1
849,Mid-Career Professionals,39,66571,135774,70552.88272462305,62922,135774,42930,13809,8621,54301,Rural,Mortgage,11,17,236772,2,3
850,Mid-Career Professionals,38,20193,188335,119780.92866876464,78080,188335,17777,23549,9491,68589,Rural,Mortgage,52,14,4988503,2,3
851,Young Adults,22,7007,16914,8510.947570089538,18799,16914,3739,5308,9724,9075,Urban,Savings,20,76,15248,1,1
852,Mid-Career Professionals,27,37569,270357,267431.03258216527,41312,270357,36973,11452,20248,21064,Urban,Loan,44,35,3787193,2,1
853,Young Adults,25,7394,34456,33865.89293077461,11852,34456,1932,9623,4511,7341,Urban,Current,16,25,24483,1,1
854,Retired Seniors,62,21190,115942,80878.54774976699,11449,115942,3535,9642,10842,607,Suburban,Investment,170,16,6781102,3,2
855,Young Adults,24,18672,28689,24792.615720075053,7659,28689,3446,8243,2449,5210,Urban,Savings,19,31,43533,1,1
856,Young Adults,22,14984,47934,32254.934760602657,12509,47934,2790,8404,3354,9155,Suburban,Current,25,94,5026,1,2
857,Young Adults,19,14302,48276,40336.846625741295,7721,48276,2707,2992,9420,-1699,Rural,Current,4,22,65611,1,3
858,Mid-Career Professionals,28,60197,297421,268486.40441638906,60212,297421,17959,10424,12848,47364,Urban,Loan,49,46,2808682,2,1
859,Mid-Career Professionals,35,22261,151968,147922.32649669523,24637,151968,41932,9381,19274,5363,Rural,Mortgage,14,15,2907615,2,3
860,Young Adults,23,8736,34873,24414.801347852805,15490,34873,3933,8471,7404,8086,Urban,Current,11,38,57253,1,1
861,Mid-Career Professionals,32,46512,63050,56218.46891268941,50693,63050,13385,24558,22677,28016,Rural,Savings,48,27,2564209,2,3
862,Mid-Career Professionals,34,26716,116216,73560.57040933117,24824,116216,43690,9782,7465,17359,Urban,Mortgage,56,25,2344482,2,1
863,Mid-Career Professionals,42,48933,265516,264232.5359870372,41950,265516,20367,26944,21304,20646,Suburban,Loan,14,32,727901,2,2
864,Mid-Career Professionals,36,24378,134040,68747.07850918682,38488,134040,43332,12460,20669,17819,Urban,Savings,33,46,3081899,2,1
865,Mid-Career Professionals,32,60583,71644,57441.608906483154,15215,71644,29642,24462,16294,-1079,Rural,Loan,5,18,1688253,2,3
866,Mid-Career Professionals,39,49033,112021,92949.75978528165,26523,112021,20789,7983,8175,18348,Suburban,Credit Card,16,12,783045,2,2
867,Young Adults,20,12616,16363,13810.744725201985,15364,16363,2500,9259,9849,5515,Urban,Current,15,91,64220,1,1
868,Young Adults,21,17728,16538,9264.484889006979,8153,16538,4566,8054,6281,1872,Suburban,Current,16,57,32195,1,2
869,Retired Seniors,65,20332,353664,342794.0986711206,33834,353664,9179,16182,14391,19443,Urban,Investment,49,8,4716101,3,1
870,Retired Seniors,69,12800,75675,44693.02232105751,44474,75675,6881,4523,12425,32049,Suburban,Savings,88,16,8738439,3,2
871,Mid-Career Professionals,32,93869,199359,161755.24785824574,58066,199359,46404,14677,17222,40844,Rural,Credit Card,4,40,3470725,2,3
872,Young Adults,22,10410,15174,9276.443412306844,6567,15174,223,4100,2252,4315,Urban,Savings,22,99,67907,1,1
873,Mid-Career Professionals,39,76044,142268,92987.53260839108,25400,142268,49065,20089,13210,12190,Urban,Credit Card,32,23,2482992,2,1
874,Mid-Career Professionals,29,83315,84998,65722.94156490357,25345,84998,10350,9581,7759,17586,Urban,Loan,37,22,2139282,2,1
875,Young Adults,25,19135,27112,19211.473982061398,6128,27112,1928,5715,9899,-3771,Suburban,Current,23,90,40985,1,2
876,Young Adults,22,10808,24689,14322.404931254483,24894,24689,348,7609,7255,17639,Urban,Savings,13,95,11584,1,1
877,Mid-Career Professionals,26,26796,94814,55510.58202956516,43899,94814,38853,23385,5002,38897,Urban,Mortgage,16,46,1501718,2,1
878,Mid-Career Professionals,29,74245,135091,95789.29878885038,43229,135091,47500,22771,22643,20586,Urban,Savings,56,13,2355268,2,1
879,Young Adults,20,15288,48919,42982.26300712961,23749,48919,1017,5183,6949,16800,Urban,Savings,18,21,10285,1,1
880,Young Adults,18,6325,22619,21465.031173525065,10583,22619,2226,8552,7584,2999,Rural,Current,0,63,68115,1,3
881,Young Adults,25,9976,21033,11401.228560150801,9897,21033,4867,3030,6323,3574,Urban,Current,0,86,12370,1,1
882,Mid-Career Professionals,26,78557,91328,63614.696834792485,86537,91328,17170,14957,20248,66289,Suburban,Savings,12,13,117903,2,2
883,Young Adults,20,6159,19946,10972.749007008248,16113,19946,4124,6763,7773,8340,Suburban,Savings,13,95,37499,1,2
884,Young Adults,23,9650,39618,20137.68044885113,9567,39618,2419,3220,6594,2973,Suburban,Savings,26,93,27995,1,2
885,Mid-Career Professionals,34,36724,84675,70353.0147264385,89807,84675,16240,18163,23952,65855,Urban,Credit Card,5,10,2564456,2,1
886,Young Adults,24,8828,33919,27176.741311032347,19348,33919,1893,5806,8845,10503,Suburban,Savings,26,36,40200,1,2
887,Mid-Career Professionals,29,37087,54173,31502.117226346916,92239,54173,23753,18289,6885,85354,Rural,Savings,5,25,1761241,2,3
888,Young Adults,22,17605,41400,25539.92564502643,18329,41400,3040,6345,9060,9269,Urban,Current,0,28,75402,1,1
889,Young Adults,18,19953,19769,10118.839290899241,7741,19769,2068,8035,9844,-2103,Urban,Savings,29,72,18566,1,1
890,Young Adults,21,10482,29211,26800.321412769616,24404,29211,1125,3618,8111,16293,Urban,Current,13,92,42822,1,1
891,Mid-Career Professionals,27,85333,138791,137034.64125808724,86792,138791,13117,14455,18450,68342,Urban,Loan,34,18,469556,2,1
892,Retired Seniors,64,37005,209034,118674.82440717072,10228,209034,4161,11063,12491,-2263,Urban,Investment,167,16,9726262,3,1
893,Retired Seniors,71,32760,120533,74216.70097038633,34746,120533,4042,2834,5338,29408,Suburban,Investment,80,11,1901170,3,2
894,Mid-Career Professionals,33,70952,237256,221645.68500677688,97214,237256,47201,6724,14268,82946,Urban,Credit Card,18,24,4738188,2,1
895,Mid-Career Professionals,31,25463,263984,254277.80961983273,52052,263984,36746,27982,14139,37913,Suburban,Savings,50,11,4927958,2,2
896,Young Adults,25,18860,25578,18155.6145987163,18264,25578,446,4413,8791,9473,Suburban,Savings,27,94,68853,1,2
897,Young Adults,19,9912,33624,17663.065003787677,18390,33624,2658,3313,9171,9219,Urban,Current,22,30,59643,1,1
898,Retired Seniors,62,14648,351338,182588.9240329839,33185,351338,3483,6498,14930,18255,Suburban,Investment,97,12,6944861,3,2
899,Young Adults,23,5855,15389,12110.757244468,5918,15389,2944,4105,4731,1187,Urban,Savings,19,74,20958,1,1
900,Young Adults,21,15004,48767,33963.657887696834,16445,48767,4376,4568,6007,10438,Rural,Savings,18,25,57442,1,3
901,Young Adults,22,7866,16855,8668.968333410683,5498,16855,595,7423,2869,2629,Urban,Current,9,72,25954,1,1
902,Young Adults,19,16834,28794,22794.08469212388,7809,28794,1986,3138,7166,643,Suburban,Savings,26,39,80174,1,2
903,Young Adults,20,5182,19986,10105.946248134102,9961,19986,2750,2209,2093,7868,Rural,Savings,24,58,14675,1,3
904,Mid-Career Professionals,31,88648,82298,73548.56870588443,56785,82298,27458,9911,7987,48798,Urban,Credit Card,33,44,4588109,2,1
905,Mid-Career Professionals,27,42054,51481,33628.23407279614,51547,51481,22161,23604,17847,33700,Urban,Mortgage,3,17,3834305,2,1
906,Retired Seniors,71,14492,368552,191694.58376252925,44886,368552,4305,18617,12967,31919,Suburban,Savings,91,6,2614336,3,2
907,Retired Seniors,61,32207,250339,198813.2533243508,16391,250339,3007,2792,13452,2939,Urban,Savings,36,5,5528699,3,1
908,Mid-Career Professionals,31,41386,171950,120165.91753088188,80681,171950,43737,19195,13627,67054,Rural,Savings,47,43,2652671,2,3
909,Young Adults,18,6356,31835,31417.96807961243,18929,31835,580,7709,6947,11982,Rural,Current,28,76,81465,1,3
910,Mid-Career Professionals,28,79518,175355,135391.47823166836,52333,175355,45592,20762,11651,40682,Urban,Savings,6,28,2988851,2,1
911,Mid-Career Professionals,27,72781,77798,49605.528903158585,31576,77798,11211,24494,8144,23432,Urban,Credit Card,49,16,4478023,2,1
912,Young Adults,24,8628,41113,35140.0800208483,11637,41113,229,4166,5587,6050,Urban,Savings,19,50,67814,1,1
913,Mid-Career Professionals,45,81440,114887,73038.95084806223,88779,114887,24345,13526,21460,67319,Urban,Loan,25,27,2536901,2,1
914,Mid-Career Professionals,33,64199,69477,66150.5555785617,46601,69477,45953,20898,13959,32642,Suburban,Credit Card,25,49,4968136,2,2
915,Mid-Career Professionals,37,81035,198338,136329.803093246,82946,198338,41819,26577,13297,69649,Suburban,Savings,53,23,250408,2,2
916,Mid-Career Professionals,29,28210,267400,207217.42684317863,82356,267400,26885,6214,11694,70662,Urban,Credit Card,18,48,3060776,2,1
917,Young Adults,22,16595,35452,18622.45883838828,24348,35452,2132,6419,9643,14705,Urban,Current,8,56,97862,1,1
918,Retired Seniors,72,22743,336479,239929.92401246433,45289,336479,48,17346,5873,39416,Urban,Investment,90,16,2550126,3,1
919,Mid-Career Professionals,40,80348,192326,176205.57506442026,77894,192326,29950,28698,8346,69548,Urban,Loan,19,18,3483167,2,1
920,Young Adults,18,11132,36074,32568.487502338598,6867,36074,3055,7886,8231,-1364,Rural,Current,9,77,58013,1,3
921,Retired Seniors,75,16588,323586,198086.17259258858,17465,323586,8880,2212,10024,7441,Urban,Savings,79,8,2455599,3,1
922,Mid-Career Professionals,35,88847,96289,59028.963834268034,71754,96289,43737,6658,24532,47222,Rural,Loan,15,37,4828257,2,3
923,Retired Seniors,75,32432,365891,332467.8289955067,42439,365891,9197,14270,14340,28099,Suburban,Investment,110,6,7669165,3,2
924,Mid-Career Professionals,37,84089,87327,84287.95141906333,53871,87327,15820,19029,5244,48627,Suburban,Mortgage,21,29,3822490,2,2
925,Mid-Career Professionals,42,75398,197271,108041.47215022334,77874,197271,24292,10024,7625,70249,Urban,Mortgage,12,45,2615553,2,1
926,Young Adults,25,5987,22291,16161.628565724992,17197,22291,3052,6847,5849,11348,Suburban,Current,11,46,80911,1,2
927,Young Adults,21,8321,15112,10105.804531853713,20424,15112,3417,3417,3405,17019,Suburban,Savings,9,91,97643,1,2
928,Mid-Career Professionals,33,57383,137051,128189.86175444875,63821,137051,33781,27301,12737,51084,Suburban,Mortgage,0,41,359383,2,2
929,Mid-Career Professionals,45,98682,200653,108706.2623526449,80776,200653,12302,10141,19024,61752,Urban,Mortgage,31,10,2560461,2,1
930,Young Adults,20,13365,41500,25130.863308079275,24824,41500,2283,3794,5808,19016,Urban,Savings,29,36,50610,1,1
931,Young Adults,25,18654,47026,41205.78802167124,9631,47026,1607,7988,2141,7490,Suburban,Savings,7,28,55807,1,2
932,Retired Seniors,72,45820,197595,103865.20404472164,19599,197595,4366,15777,3892,15707,Urban,Savings,178,8,2516987,3,1
933,Retired Seniors,78,10726,379104,282913.0664851549,34658,379104,122,7578,8487,26171,Urban,Investment,51,17,3409419,3,1
934,Mid-Career Professionals,33,23760,298709,215385.17511107225,47574,298709,33183,26935,12310,35264,Rural,Loan,17,41,1899215,2,3
935,Young Adults,23,10806,34552,23053.114768209623,8768,34552,1280,6865,4399,4369,Urban,Savings,1,85,58790,1,1
936,Young Adults,22,6875,25808,17995.561156875392,14142,25808,3727,8859,6640,7502,Urban,Savings,15,51,81960,1,1
937,Young Adults,21,11993,21989,16820.931783004446,12995,21989,258,5893,4960,8035,Urban,Current,11,64,14643,1,1
938,Retired Seniors,67,14033,204692,118861.30366161746,35186,204692,9139,5845,13391,21795,Suburban,Savings,38,13,9297057,3,2
939,Young Adults,25,10443,15887,12487.149259145719,18276,15887,4958,5690,9325,8951,Urban,Current,2,49,18200,1,1
940,Mid-Career Professionals,37,23744,81802,73843.98770069874,93282,81802,10524,28290,22853,70429,Suburban,Savings,53,29,676563,2,2
941,Young Adults,18,15878,34488,30352.215073301504,16475,34488,887,8055,4700,11775,Urban,Current,25,57,92084,1,1
942,Mid-Career Professionals,45,44995,276621,159596.47276814817,33557,276621,18399,16484,16197,17360,Urban,Loan,20,10,2666436,2,1
943,Mid-Career Professionals,31,36977,295809,169979.16819737782,43060,295809,37370,5378,18050,25010,Suburban,Savings,29,14,3922379,2,2
944,Retired Seniors,77,42402,168639,106931.82860106722,16568,168639,148,5293,6374,10194,Urban,Savings,129,19,3950320,3,1
945,Young Adults,25,6774,31402,21370.234278280626,7601,31402,437,5329,6719,882,Rural,Savings,25,55,35580,1,3
946,Young Adults,24,15651,36205,25496.56716244706,24041,36205,2202,6808,2655,21386,Urban,Savings,1,84,96685,1,1
947,Young Adults,25,5935,41049,34474.945526895994,11080,41049,3749,5438,8593,2487,Urban,Current,7,97,26346,1,1
948,Retired Seniors,60,23395,389933,206017.28547786034,23854,389933,8186,15660,13960,9894,Urban,Savings,167,13,8637083,3,1
949,Retired Seniors,80,39808,134526,69595.1901043579,12159,134526,4453,18608,11234,925,Urban,Investment,77,18,6532861,3,1
950,Mid-Career Professionals,41,36715,188918,131478.47986511872,42025,188918,21437,5737,15503,26522,Rural,Mortgage,54,33,2652387,2,3
951,Mid-Career Professionals,37,64409,271635,230504.52975695016,67982,271635,48104,21619,10122,57860,Rural,Credit Card,42,13,3736402,2,3
952,Mid-Career Professionals,31,44306,285808,170546.6842498532,56081,285808,14551,17470,14852,41229,Urban,Mortgage,49,23,4140098,2,1
953,Young Adults,21,7702,18765,15401.41579538678,9368,18765,2823,2711,7387,1981,Suburban,Savings,21,87,53328,1,2
954,Retired Seniors,61,24376,393630,247953.07496872003,44085,393630,5728,18117,10631,33454,Suburban,Investment,148,13,2019493,3,2
955,Mid-Career Professionals,39,81350,226342,213450.25102053446,42094,226342,22916,19779,12226,29868,Urban,Savings,14,19,1368748,2,1
956,Mid-Career Professionals,29,91425,125277,118743.17457394445,61040,125277,25167,23272,10108,50932,Urban,Mortgage,16,44,4264026,2,1
957,Mid-Career Professionals,26,56636,269350,174712.15423658764,81766,269350,18391,28557,23608,58158,Rural,Mortgage,52,16,3271029,2,3
958,Young Adults,24,9200,39703,24417.221006801272,22517,39703,4466,3259,4110,18407,Rural,Savings,17,32,49763,1,3
959,Young Adults,19,5201,37931,26766.085482222108,6301,37931,1982,7246,2957,3344,Rural,Savings,5,87,25765,1,3
960,Mid-Career Professionals,38,71649,139116,86288.89600196078,43610,139116,33380,12271,12146,31464,Suburban,Loan,22,45,931219,2,2
961,Young Adults,19,6842,30166,25224.565508368763,20927,30166,1471,2748,2560,18367,Suburban,Savings,29,33,12425,1,2
962,Mid-Career Professionals,34,30058,101913,93049.86509818472,49678,101913,38919,17178,6312,43366,Urban,Credit Card,45,27,375001,2,1
963,Young Adults,22,15188,44240,37008.79793575612,19904,44240,4883,5551,3821,16083,Urban,Savings,22,91,57771,1,1
964,Mid-Career Professionals,27,94637,75991,69317.10741846266,55875,75991,12311,19490,16595,39280,Urban,Savings,34,41,1564236,2,1
965,Young Adults,20,17497,47969,33506.15851446516,23300,47969,3373,8400,7646,15654,Suburban,Current,6,46,46457,1,2
966,Mid-Career Professionals,34,90194,236384,136667.41540202167,79384,236384,23560,28027,10374,69010,Suburban,Credit Card,14,46,4824044,2,2
967,Mid-Career Professionals,26,96917,191633,166524.37695132138,75892,191633,48553,18863,7651,68241,Rural,Loan,52,32,4405457,2,3
968,Young Adults,20,12544,31901,21700.248594260356,7757,31901,1417,3823,7629,128,Rural,Current,23,90,43862,1,3
969,Mid-Career Professionals,28,66619,287113,239921.79022200595,41532,287113,40492,11852,15006,26526,Rural,Loan,27,21,3183873,2,3
970,Mid-Career Professionals,45,37154,145556,92474.92480954895,21464,145556,30981,18072,14933,6531,Rural,Savings,15,34,1429020,2,3
971,Mid-Career Professionals,29,39539,112875,61021.897514401586,31562,112875,34143,16133,21172,10390,Urban,Loan,15,12,500717,2,1
972,Retired Seniors,77,21777,206989,206221.25663310834,18683,206989,7532,17111,5877,12806,Suburban,Investment,133,14,3647573,3,2
973,Mid-Career Professionals,31,50373,112120,64816.65653458939,47634,112120,13815,29161,9083,38551,Suburban,Mortgage,38,13,1267918,2,2
974,Young Adults,20,5386,16988,16889.647922725806,5060,16988,847,6232,2745,2315,Urban,Savings,5,98,44181,1,1
975,Young Adults,23,11031,29256,28923.650853581992,14269,29256,4709,8519,2557,11712,Rural,Current,1,93,62263,1,3
976,Young Adults,20,16613,37192,33357.84146027391,7895,37192,4507,4134,8207,-312,Rural,Current,21,35,83766,1,3
977,Mid-Career Professionals,40,91975,176155,146157.82594277716,95859,176155,49343,6777,22325,73534,Urban,Credit Card,12,28,2446002,2,1
978,Young Adults,23,11401,43230,34104.29939117719,17352,43230,4773,3222,6023,11329,Urban,Savings,11,48,88290,1,1
979,Mid-Career Professionals,30,98928,286538,267354.502304737,64737,286538,22446,29014,23680,41057,Suburban,Credit Card,46,27,3493416,2,2
980,Mid-Career Professionals,45,48669,109778,70776.04590217207,47016,109778,40733,19772,22323,24693,Suburban,Savings,58,25,2755844,2,2
981,Mid-Career Professionals,35,22282,95833,70326.14681803162,76304,95833,20464,18621,22994,53310,Rural,Mortgage,8,10,1695428,2,3
982,Mid-Career Professionals,37,54624,72625,58804.098262621104,26962,72625,31576,16859,6725,20237,Urban,Mortgage,33,11,3867914,2,1
983,Young Adults,24,12980,47088,33225.0685638713,5534,47088,3320,3777,2984,2550,Urban,Savings,16,75,62435,1,1
984,Young Adults,18,6998,29114,20779.920312192033,24846,29114,2558,3304,3587,21259,Urban,Current,26,98,23227,1,1
985,Mid-Career Professionals,35,51705,222239,147820.56711049788,19011,222239,47466,12490,17213,1798,Urban,Savings,28,48,3204952,2,1
986,Mid-Career Professionals,31,58244,153937,120396.5765824837,34782,153937,36572,26243,14528,20254,Urban,Savings,36,37,4734995,2,1
987,Mid-Career Professionals,43,94964,252363,233508.26980673935,82691,252363,27948,13893,19162,63529,Rural,Loan,42,10,4028408,2,3
988,Mid-Career Professionals,38,57437,246375,148013.27706565266,54725,246375,48826,29502,13853,40872,Urban,Savings,21,14,1039203,2,1
989,Young Adults,20,17336,25825,24978.366612903814,14196,25825,3291,4989,9187,5009,Urban,Current,18,41,17454,1,1
990,Retired Seniors,69,19342,185189,156400.22675499044,31709,185189,726,10343,3032,28677,Urban,Savings,93,9,2252153,3,1
991,Mid-Career Professionals,39,92982,140265,127870.70858828221,93863,140265,35820,22709,19893,73970,Urban,Loan,23,45,3374199,2,1
992,Mid-Career Professionals,31,70583,147718,114938.68836696002,47769,147718,16697,16914,19408,28361,Rural,Savings,6,22,1956719,2,3
993,Young Adults,20,10624,43890,39051.49401275107,14225,43890,3718,3711,7985,6240,Suburban,Savings,1,84,20059,1,2
994,Mid-Career Professionals,41,27461,144876,73611.52438247632,39700,144876,22963,26511,20160,19540,Suburban,Loan,47,25,1936294,2,2
995,Mid-Career Professionals,32,30516,248126,225593.73063942348,95356,248126,11081,13998,8414,86942,Urban,Savings,11,31,2829744,2,1
996,Young Adults,21,18749,45949,23896.670218056755,15891,45949,3885,6330,3156,12735,Urban,Savings,22,83,31485,1,1
997,Retired Seniors,73,27514,262954,248480.1409840601,44629,262954,2881,4722,6126,38503,Urban,Investment,126,7,6064991,3,1
998,Young Adults,18,18969,17600,17529.27217570006,10269,17600,2584,6656,2060,8209,Urban,Savings,24,98,59583,1,1
999,Retired Seniors,74,45426,161541,104522.47595374944,18320,161541,2970,19709,4543,13777,Rural,Savings,170,14,2196941,3,3
1000,Mid-Career Professionals,28,56268,297955,180310.23271906681,64589,297955,25958,9133,5271,59318,Urban,Credit Card,22,21,544846,2,1
